index,distribution
sh7rAcsmVLQ-7,"[0.0011906609282758957, 0.03460995661664834, 0.11688951802126385, 0.04167440402824978, 0.1568909187026175, 0.10723149386866525, 0.14907523197310135, 0.11881618083888675, 0.11822425228182695, 0.15539738274046463]"
sh7rAcsmVLQ-8,"[0.08379994824231972, 0.013093236692474775, 0.07389825673397477, 0.057248931877498244, 0.05926503706705336, 0.09411708634815723, 0.3432244208541644, 0.009524500272469087, 0.20072239359483043, 0.06510618831705806]"
sh7rAcsmVLQ-9,"[0.06634752185046915, 0.10394414483812862, 0.06936231308765414, 0.08745421028065638, 0.06137371935061175, 0.1774008996505291, 0.1589110118921384, 0.09369118203476678, 0.06025596836609937, 0.1212590286489465]"
sh7rAcsmVLQ-10,"[0.036126445977938154, 0.00038952376929003225, 0.12199311388607235, 0.1551300727196366, 0.12442754006969997, 0.02372231956923637, 0.15011750671540633, 0.047996788048043235, 0.11073554263793468, 0.2293611466067424]"
sh7rAcsmVLQ-11,"[0.05843269466570211, 0.03674889861967265, 0.04270581829701744, 0.05643711970161422, 0.15175727958916987, 0.15543678094716365, 0.055287174689310305, 0.1390433463808318, 0.12185561397816791, 0.18229527313135024]"
sh7rAcsmVLQ-12,"[0.04289759686994285, 0.07324481129136182, 0.09644507590562586, 0.14059375491426623, 0.09122780322858332, 0.17656217975466235, 0.08623979807904737, 0.06275277585522947, 0.08752296191349772, 0.14251324218778294]"
sh7rAcsmVLQ-13,"[0.016681664934248917, 0.1671032170896637, 0.0007085757278514473, 0.13357282766011216, 0.0002288247184068324, 0.21435626865357704, 0.13689558521986964, 8.524243069233323e-05, 0.13091961901901553, 0.19944817454656227]"
sh7rAcsmVLQ-14,"[0.33136069255992046, 0.01668724007069031, 0.02318376816427274, 0.06561392351651196, 0.17279736704436485, 0.18825006067809333, 0.00031930546448173804, 0.19450404261126228, 0.005366773039894839, 0.001916826850507471]"
sh7rAcsmVLQ-15,"[0.0005572744066172628, 4.9120336422182346e-05, 0.13168899731549696, 0.0005217749382899234, 0.08132173908335524, 0.09959518407657415, 0.10717052533764714, 0.13301559606307733, 0.10861534227388375, 0.33746444616863575]"
sh7rAcsmVLQ-16,"[0.09410036847782315, 0.031028606329548417, 0.10117431415453698, 0.031088893553950173, 0.08774400946841031, 0.046599105534006695, 0.14548420921136035, 0.048527082812690824, 0.15253944597143337, 0.2617139644862395]"
sh7rAcsmVLQ-17,"[0.0952288791490215, 0.06204029736857781, 0.1389466206155661, 0.015763512726310755, 0.13723998763070444, 0.08834603864491958, 0.07815015854985685, 0.05978624148058147, 0.07725701967094176, 0.2472412441635199]"
sh7rAcsmVLQ-18,"[0.012543095492962127, 0.0392600217867808, 0.09323043035670267, 0.02987701726225598, 0.1987766038648412, 0.08209726250054575, 0.08357494009716494, 0.12453138671691963, 0.1466776663475336, 0.18943157557429338]"
sh7rAcsmVLQ-19,"[0.08095139806570423, 0.0010843181808337227, 0.0017254095680795485, 0.08823080736237335, 0.0010364175199495936, 0.00030416395339015413, 0.14075740583810062, 0.3095870822768403, 0.21168408758719992, 0.16463890964752873]"
sh7rAcsmVLQ-20,"[0.10507772953586714, 0.04985447225016759, 0.09975012277366306, 0.08752729034568807, 0.022133564855713238, 0.07496208679172893, 0.1651195997377141, 0.06292699691115007, 0.12433083968584666, 0.20831729711246133]"
sh7rAcsmVLQ-21,"[0.14721845619031274, 0.0001867167690446429, 0.10289164816023157, 0.07247196190896135, 0.13600292299124173, 0.011100195902597906, 0.04520142085211576, 0.07156627855058328, 0.22168269048360645, 0.1916777081913046]"
sh7rAcsmVLQ-22,"[0.09259433321645105, 0.07865923545461209, 0.02871412161856596, 0.026850349441251004, 0.06511324927099742, 0.062055953846198324, 0.23516321021935582, 0.1448785034964429, 0.05955711358583005, 0.2064139298502954]"
sh7rAcsmVLQ-23,"[0.04792277512587445, 0.1259526026414812, 0.016656107412302227, 0.09810582595780432, 0.10366017831575118, 0.0724885381576354, 0.08668166064026978, 0.08868122619195827, 0.12295670780740864, 0.2368943777495148]"
sh7rAcsmVLQ-24,"[0.04941078378563235, 0.04411448392708861, 0.12351065175324717, 0.10395651032135013, 0.11257278210680076, 0.18864168613910637, 0.14806626046976215, 0.10655971652116585, 0.07238904419739799, 0.050778080778448614]"
sh7rAcsmVLQ-25,"[0.05850924141078842, 0.04069831971550079, 0.17439244448183128, 0.0004132192054924032, 0.11805737492292799, 0.10004832895884143, 0.17903969721827448, 0.138316669205113, 0.05700232160355702, 0.13352238327767316]"
sh7rAcsmVLQ-26,"[0.06149534483587015, 0.0019879318156203977, 0.041345123181171575, 0.10122578059567883, 0.16979195040047007, 0.0424987290433737, 0.09286343589168317, 0.2140377759168205, 0.18647925614759064, 0.0882746721717211]"
sh7rAcsmVLQ-27,"[0.0013499543838928643, 0.036754098210247554, 0.1032667092391616, 9.142259247026884e-05, 0.20443237590361382, 0.09096257081828868, 0.028733503721120057, 0.191424433041279, 0.21670750081616535, 0.12627743127376068]"
sh7rAcsmVLQ-28,"[0.0009395616190038273, 9.551850345330199e-05, 0.13183442824813785, 0.08589211101371043, 0.022366110723417133, 0.1149829891369047, 0.06486252680025519, 0.16917260473758367, 0.3200208550153472, 0.08983329420218682]"
sh7rAcsmVLQ-29,"[0.05740605417467964, 0.003908461698407515, 0.2382044487614782, 2.6852846361936993e-05, 0.0007950055931650588, 0.050584606270594426, 0.2957609187716916, 0.2352669059875267, 0.11651992786054333, 0.0015268180355516225]"
sh7rAcsmVLQ-30,"[0.07916300777214089, 0.05187897943010818, 0.0728899255383887, 0.06017607219037525, 0.18529326359157586, 0.0714055529283058, 3.111934624565636e-05, 0.16739322857040712, 0.12857450245961785, 0.18319434817283461]"
sh7rAcsmVLQ-31,"[0.17879461225667048, 0.04291957929690837, 0.02469814816741603, 0.053486944048659266, 0.055244230111032855, 0.10742893412388274, 0.12789862596485602, 0.04688895181232643, 0.059587418458134436, 0.30305255576011314]"
sh7rAcsmVLQ-32,"[0.0248068217282637, 0.03664162354110243, 0.18119314812078832, 0.00814903173814198, 0.09048882590815557, 0.0702384115220786, 0.1127191126863458, 0.09515616351597109, 0.22344275270166214, 0.15716410853749083]"
sh7rAcsmVLQ-33,"[0.034025007959331964, 0.0007503124249128595, 0.09553131913020865, 0.08589959346941106, 0.04958568886470155, 0.22231052258506673, 0.12796262277577994, 0.10564789176812592, 0.16117663812828784, 0.11711040289417343]"
sh7rAcsmVLQ-34,"[0.06919285077957112, 0.0001200608192555829, 0.03812830665463108, 0.0540536155441986, 0.2820117327356379, 0.07511348891037267, 0.09452141844985458, 0.06759646895630096, 0.24078482574464433, 0.07847723140553324]"
sh7rAcsmVLQ-35,"[0.04892721267174667, 0.00030438677007841686, 0.03655661136036148, 0.03313109189592589, 0.19689046138413968, 0.17416225836006408, 0.167791003953081, 0.0868032824000338, 0.06410512486565131, 0.1913285663389177]"
sh7rAcsmVLQ-36,"[0.13663321192360534, 0.08299979016462496, 0.0002581452768669585, 0.09242161654389591, 0.2506169432329504, 0.0908276286855835, 0.10569412588187836, 0.059744383511540954, 0.06396897373862598, 0.11683518104042759]"
E33NidKHNTM-1,"[0.0504796559523523, 0.022208126143775684, 0.10201355076954619, 0.06399948400746018, 0.18221353608648463, 0.07807499804794205, 0.06659550275815837, 0.10838161718826321, 0.15010459758049707, 0.17592893146552044]"
E33NidKHNTM-2,"[0.12404261649919088, 0.1583093022818135, 0.13898548617565445, 7.216167843096468e-05, 9.603296781844893e-06, 0.12114211736421428, 0.0754474616098591, 0.17453588691748043, 0.0004922959295055277, 0.20696306824706892]"
E33NidKHNTM-3,"[0.1810909751508626, 0.06582489802116795, 0.10144517093555819, 0.016865802525577296, 0.10862543440457437, 0.09625368737547499, 0.08322653561005515, 0.0678670315778423, 0.03667273031132911, 0.2421277340875582]"
E33NidKHNTM-4,"[0.08319147567126699, 3.759161403534672e-05, 0.0408082667214829, 0.036286207973092156, 5.4546782513160385e-05, 0.13720915094435412, 0.17191158940407797, 0.03616278852995842, 0.19798933721537423, 0.29634904514384447]"
E33NidKHNTM-5,"[0.000183111604106842, 0.23173208007889037, 0.12269941223773793, 0.00018022977962017653, 0.23178658284222164, 0.2342094415329475, 0.0655302793298308, 9.181691930090979e-05, 0.00034973522381734167, 0.11323731045152641]"
E33NidKHNTM-6,"[0.1629645444103261, 0.055585727438923156, 0.05718270335233363, 1.014623706710339e-05, 0.00015809468418400454, 0.16359205466972332, 0.08130025131234112, 0.08296110197599862, 0.16534493489227872, 0.23090044102682414]"
E33NidKHNTM-7,"[4.167714839234435e-05, 7.016287853342138e-05, 2.2980826039914743e-05, 0.13714506071199406, 0.07041221467904213, 0.14519775918139857, 0.0018250428537921952, 3.71843791650157e-05, 0.0007251649316339481, 0.6445227524100083]"
E33NidKHNTM-8,"[0.017803866076124955, 0.0030224365660973837, 0.23070377065040878, 7.302109812340977e-05, 0.04644676060575486, 0.1540180625828429, 0.19688895819681193, 0.06757667488251051, 0.11912026247163944, 0.16434618686968586]"
E33NidKHNTM-9,"[0.06756008074338592, 0.021715615258424963, 0.1043363545234212, 0.00019823760959881588, 0.03776985648051547, 0.10472692588142721, 0.09935622426417437, 0.13257182662633213, 0.10606882659085844, 0.32569605202186175]"
E33NidKHNTM-10,"[0.024645584635053053, 0.05368816838572283, 0.07347169876208991, 0.00012163236718234885, 0.014504554407576266, 0.34799803290519266, 0.14032155546391759, 0.20506086257072562, 0.00644476480598953, 0.13374314569655024]"
E33NidKHNTM-11,"[0.035243412283901224, 0.0003625312870898505, 0.10673131481808741, 0.028025280388420046, 0.1383662987272075, 0.14377570913205626, 0.2334125509704073, 0.05183243663544708, 0.06647108751762906, 0.19577937823975386]"
E33NidKHNTM-12,"[0.03163740800086878, 0.054397165887790096, 0.06634964621760968, 3.557497512349276e-05, 0.047345027628629535, 0.16319603128641907, 0.23438350101993766, 0.08309188863088635, 0.12685278057916835, 0.19271097577356705]"
E33NidKHNTM-13,"[0.00032106789508834326, 0.0008117159899124159, 0.04491661708276069, 0.02563639971116761, 0.21320971724786025, 0.09831540431684362, 0.22247426512939542, 0.050024449256868254, 0.10344708465956141, 0.24084327871054187]"
E33NidKHNTM-14,"[0.109415176228379, 0.11181281575482438, 0.0877973251803532, 0.07754725989452654, 0.0640571748415631, 0.12668089260420945, 0.0788102201294551, 0.08841719531145283, 0.1042959560734241, 0.15116598398181252]"
E33NidKHNTM-15,"[0.08244235893194517, 0.02189500257761099, 0.09748082237480865, 0.0165226314565842, 0.10890498206653627, 0.09797460367614877, 0.2462689534024923, 0.0626083226455795, 0.08560032728083605, 0.1803019955874581]"
E33NidKHNTM-16,"[0.0002661590011970814, 0.04835440000710301, 0.13430160550680945, 0.12483759311062169, 0.017494681629877534, 0.1920207738686467, 0.16431296900516337, 0.00055049846696749, 0.06141236047693781, 0.25644895892667546]"
E33NidKHNTM-17,"[0.1870438023807251, 0.011514464063773608, 0.001869337414266605, 0.08397969345227829, 0.054253780104855785, 0.12913179779039638, 0.1609639525649567, 0.1104491186311359, 0.026196204545126237, 0.23459784905248535]"
E33NidKHNTM-18,"[0.08296837419014648, 0.02426863789002414, 8.98596311975974e-05, 0.16253675228200715, 0.17702745010229912, 0.07037847073528115, 0.17531695969711486, 0.0003378935266311662, 0.05582543087864833, 0.2512501710666498]"
E33NidKHNTM-19,"[0.000346688601609362, 0.25471712693319926, 0.07407465428606216, 6.54050397760451e-05, 0.00021958762890022008, 0.11342112028371057, 0.0003782154758647982, 0.24435207248824828, 0.14683827564997284, 0.1655868536126565]"
E33NidKHNTM-20,"[0.10011812601486883, 0.04568418382355991, 0.0803397857426355, 0.05768339038970439, 0.11073620816504268, 0.11295807768762717, 0.18041373942416836, 0.06809740546363706, 0.1435967062309918, 0.10037237705776439]"
E33NidKHNTM-21,"[0.23750324372613885, 0.276715101867629, 1.362658290731532e-05, 1.5816018581205987e-05, 0.17386178130122684, 0.07749175448904665, 0.017641586361944444, 2.2180712789977247e-05, 0.09545001042337257, 0.12128489851636297]"
E33NidKHNTM-22,"[0.19748042224026302, 3.552090601542907e-05, 0.12291966250168183, 0.0003999397461236786, 0.0002316585711853176, 0.04722543350444693, 0.23333364901184764, 0.00028256039204133793, 0.23594078560113432, 0.16215036752526057]"
E33NidKHNTM-23,"[0.03931035402448327, 0.04047608083159063, 0.2409300852080603, 0.02545193186446224, 0.03162888984578466, 0.13547061682181574, 0.11306343915784878, 0.11870352614909277, 0.07602565761798662, 0.17893941847887476]"
E33NidKHNTM-24,"[0.03758932664031108, 0.11989397186411951, 0.03583451859621369, 0.147493468582223, 0.05656974119638852, 0.055588867208701875, 0.08553153266875604, 0.049737690590472575, 0.10801268505430477, 0.30374819759850874]"
E33NidKHNTM-25,"[0.00022147353530638827, 0.028883201337407096, 0.03408018472325472, 0.024193415584782118, 0.0894621155579552, 0.20783373188062634, 0.08169148094729593, 0.1641494355138873, 0.000785099260010536, 0.368699861659474]"
E33NidKHNTM-26,"[0.00010755393881003993, 8.710534412631776e-05, 5.811082637596774e-05, 0.00015748853422390137, 5.584673499321411e-06, 0.2832653583888559, 0.1584413373280508, 0.1303877696201701, 0.31123496898674774, 0.1162547223591397]"
E33NidKHNTM-27,"[8.825982271601402e-05, 0.00022628703804556714, 0.28372579661626096, 0.00027974610686947436, 0.0035081750221230335, 0.2863064252515446, 0.3582820416810254, 0.0018872975490450271, 0.002253998350941257, 0.06344197256142894]"
E33NidKHNTM-28,"[0.011204929757380078, 0.13931806438480063, 0.047487905870513644, 0.0008471407249771939, 0.06657605477269743, 0.1456281081730336, 0.3503047742674849, 0.08017673713551561, 0.008748873997923703, 0.14970741091567347]"
E33NidKHNTM-29,"[0.14497867732893413, 0.10269750670291149, 0.07973052410125217, 2.7644731209484527e-05, 0.07870138964127171, 0.0575434435574649, 0.144907856859153, 0.11975418885589796, 0.0796767154377813, 0.19198205278412386]"
E33NidKHNTM-30,"[0.10918870349422408, 0.1368948709649714, 0.1401591892815417, 0.03680098489509639, 0.18337938708584375, 0.06617786250327626, 0.0773597851390941, 0.07354388326805644, 0.028130995683991765, 0.14836433768390422]"
E33NidKHNTM-31,"[0.13299137243409298, 0.00024213868713818427, 0.057772323542697214, 0.1322870012395789, 0.0478149222580669, 0.08588506879446316, 0.19173835673701053, 0.06027567906854334, 0.06539285394344285, 0.22560028329496615]"
E33NidKHNTM-32,"[8.647297814441802e-05, 0.10482068355064936, 0.05664341832399773, 0.00899680941822886, 0.08848250907731947, 0.183712654056462, 0.24078732228286542, 0.001173224964350638, 0.07847806101007465, 0.2368188443379076]"
E33NidKHNTM-33,"[0.0697307703411881, 0.08139907862958287, 0.06367052309299959, 0.016142947819832325, 0.1308505535711243, 0.07516669818363521, 0.18672563526173072, 0.08552294087055824, 0.09663568411978533, 0.19415516810956315]"
E33NidKHNTM-34,"[0.0885878574243604, 0.07528572018165648, 0.1534879572274524, 1.3665132296682527e-05, 0.06517613514484806, 0.12279189919914521, 0.2155142607873527, 0.0008602898097253056, 0.12481017113626451, 0.15347204395689826]"
WBrfkiQZtko-1,"[0.08722427614077288, 0.04399519704888834, 0.09411502127931516, 0.0725653402174736, 0.0667493347641199, 0.095583931046221, 0.15576784429738336, 0.08351709006310065, 0.11214546423299376, 0.18833650090973214]"
WBrfkiQZtko-2,"[0.048364471491987346, 0.04029788158472798, 0.11262210480913855, 0.04911785992192139, 0.10577664179244589, 0.12142552483239849, 0.12322720252086307, 0.10340111574111106, 0.13015433862853876, 0.16561285867686515]"
WBrfkiQZtko-3,"[0.06755744174317226, 0.03615501251921138, 0.0939589450545659, 0.006690540228061794, 0.14416879889971163, 0.33731823930900784, 0.04039281518505301, 0.05080582522749836, 0.08345924461668439, 0.13949313721703363]"
cimtwPdq9Wo-1,"[0.05384349385223987, 0.12397812308501811, 0.10898645114762291, 0.027178192960913096, 0.0261438599894697, 0.11688459381587997, 0.13674047184840651, 0.09674873576895678, 0.19854901660737642, 0.11094706092411678]"
cimtwPdq9Wo-2,"[0.050492381790956394, 0.03987472526163766, 0.2018750337546658, 2.4521371991802248e-05, 0.0006796355381244252, 0.14258197036303363, 0.07332509344746271, 0.258541813699469, 0.09353676671256576, 0.1390680580600929]"
cimtwPdq9Wo-3,"[0.09723518898525567, 0.07538045722208354, 0.06723764749742872, 0.06296322772905591, 0.04942777727043981, 0.11913847463355802, 0.1381089573682268, 0.05175002254865388, 0.11268824465937358, 0.2260700020859238]"
cimtwPdq9Wo-4,"[0.09647681737126729, 0.17688994523915905, 0.09529410280764504, 0.020568954139347406, 0.041631769070075854, 0.12521597871623072, 0.13279056733279843, 0.06451510731286147, 0.10609194625771419, 0.14052481175290057]"
cimtwPdq9Wo-5,"[0.003049401186644847, 0.000226436576940466, 0.06928352124035016, 0.08961757840209017, 0.012590627051204322, 0.35510336726609615, 0.1440009718784081, 0.1606673841631786, 0.05284505272504064, 0.11261565951004669]"
cimtwPdq9Wo-6,"[0.03450923482774322, 0.11838395369648429, 0.0680888234099528, 0.012428194964976559, 0.13700837336936186, 0.09612561421910386, 0.2811054629905766, 0.07214275175871857, 0.10600269126025284, 0.07420489950282949]"
cimtwPdq9Wo-7,"[0.0851719283202641, 0.027480025499162782, 0.06483129353180067, 3.715854522957853e-05, 0.09099584418425424, 0.17898195291004068, 0.1042990126263311, 0.26002816019706965, 0.09412341482681422, 0.09405120935903306]"
cimtwPdq9Wo-8,"[0.021999111147164532, 8.733466817360728e-05, 2.023954108246633e-05, 7.417221621280114e-05, 0.20426643675469, 0.23476260518408396, 0.15882497848910415, 0.10164596540490814, 0.09893809268126826, 0.17938106391331224]"
cimtwPdq9Wo-9,"[0.07026135509437219, 0.00020820726367233607, 0.09539253800810689, 0.09365155495288914, 0.02248020192114939, 0.22774373369620182, 0.16743031538921924, 0.08095360948855394, 0.026442211876321193, 0.2154362723095139]"
cimtwPdq9Wo-10,"[0.1129504469297458, 0.04381395667780351, 0.054285285446981996, 0.09795563054457743, 0.04371690136030299, 0.15073894177624914, 0.16841764716590332, 0.06604430856281693, 0.07190867671282998, 0.19016820482278962]"
cimtwPdq9Wo-11,"[0.040044987286098475, 0.13356809798573763, 0.08815824849324687, 0.01798188892279989, 0.17820490881793652, 0.11670545638577114, 0.18014659707244754, 0.09269395215558247, 0.032349490770653654, 0.12014637210972548]"
cimtwPdq9Wo-12,"[0.07866087314386512, 0.00034890096730978953, 0.14347677138193668, 6.757851343456525e-05, 0.06446657723931427, 0.0607277357495491, 0.07461143044600799, 0.20060012095866825, 0.0942722198398602, 0.2827677917600542]"
